PersonId,PlanYear,BenId,OptionId1,TierId1,EffectiveDate1,EoiPend1,ElectedAmount1,Termed1,CovAmt1,EventCode1,Thumbprint1,Transition,OptionId2,TierId2,EffectiveDate2,EoiPend2,ElectedAmount2,Termed2,CovAmt2,EventCode2,Thumbprint2,Result,BenefitAnalysis,OptionAnalysis,TierAnalysis,EffectiveDateAnalysis,EOIPendAnalysis,CovAmtAnalysis
2240,2024,14,1,1,2024-04-29 00:00:00,0,0.00,0,0.00,104,E0B976BE97F32095F8C752097647D8B87AEFA6CB,===>,1,3,2024-04-29 00:00:00,0,0.00,0,0.00,104,29FB208E5469B311A398CA23C91DD7AC50CEA3CC,===>>,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2240,2024,403,0,0,2024-04-29 00:00:00,0,0.00,0,0.00,104,E03B13DA645DB3FE85687CE348AC3E103BC8CE7D,===>,2,0,2024-04-29 00:00:00,0,0.00,0,0.00,104,B8B5D64C22B6B7BF5F0D9739221D545D042D387A,===>>,NO CHANGE,GAIN,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2270,2024,407,2,1,2024-04-01 00:00:00,0,0.00,0,0.00,100,5FB6DA3FBC52D7EF29A999A1BEE9B56405F7CA66,===>,2,3,2024-04-01 00:00:00,0,0.00,0,0.00,100,00B4D742181AF8C130AD7FF83C8A54C35D672DD3,===>>,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2272,2024,2,1,1,2023-05-01 00:00:00,0,0.00,0,0.00,100,3EA2400F0D91EF7D2F45D129DE25C29054CFAA48,===>,1,1,2023-05-01 00:00:00,0,0.00,1,NULL,201,E6072EF9777C8F5771C8365DC0649F59C554F225,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2272,2024,5,0,0,2023-05-01 00:00:00,0,0.00,0,0.00,100,D320170F788CAE948DEA961807C614E3CBE50095,===>,0,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,18F96CE8A63A0BF86320D9BF1569F118E0F40666,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2272,2024,8,2,0,2023-05-01 00:00:00,0,0.00,0,59000.00,100,68CC036C672D45A16830461AD488EC856FF2E404,===>,2,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,7D8F5D98390FF07F6179E8539AEAD26F0482A745,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2281,2024,16,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,166CDFAF0765C21828B295B48357FB68283B5E74,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,201,5F766DC8BC1C1446A3B1EC65F9A0043B1E17D7E9,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2296,2024,7,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,51D5DB9F752FD5C75E83EB57D9939D01470A9C3F,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,301,C9FD6A9E094B867D7D7F90454B8C88C7681F40E0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2296,2024,10,1,0,2021-05-01 00:00:00,0,0.00,0,5000.00,100,3F484DA84301ECDC916EB4BAE36D9AD7C30BE02B,===>,1,0,2021-05-01 00:00:00,0,0.00,1,NULL,301,FF95A22963E08DC9DBD7C50FBF979C4DED3DF0B0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1929,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,102000.00,100,402AE76131F54B720A35AA401C90C9DF4A3D9FBD,===>,2,0,2021-05-01 00:00:00,0,0.00,0,102000.00,402,8ABE4694B1D8AB72AE60D5A616605A84B02572E5,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1929,2024,407,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,BCDE6263A24E168F14C72EF0AA90FD6CA8FD17EF,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,402,C9D82933B682F2E7914DC0D1A584B3CE27662C6E,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1966,2024,403,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,9D8F04532EE40B813F29ABC5DADC232348D8B48E,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,402,90DE86E008A70114DA0DE7B4E1D2ACC060019FEE,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,6,2,0,2021-05-01 00:00:00,0,0.00,0,20000.00,100,3816FE0C44945DA56252A6A8E6CF9751C4C0817D,===>,2,0,2021-05-01 00:00:00,0,0.00,0,20000.00,401,5EB11E7FC2117C5914FB5AB24C930CA1BF8D29FE,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,401,1F1458849F8251D470AE655DEE0CD5CFDCF36852,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,22,1,2,2022-01-31 15:30:00,0,0.00,0,500.00,100,06F2B1DD273DD78B55B7A1F6875856F4BA93D580,===>,1,2,2022-01-31 15:30:00,0,0.00,0,500.00,401,41DDB652E43CEF842BDCACF90434E4A65DB12362,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1992,2024,15,1,0,2024-05-01 00:00:00,0,1038.18,0,100.00,100,14BB783ED80E5016773F076CE268240C692AD79E,===>,1,0,2024-05-01 00:00:00,0,1097.25,0,100.00,100,0A17A3BFCBE708F39454B7043CCC23196F991C00,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2008,2024,22,1,2,2022-01-31 15:30:00,0,0.00,0,500.00,100,06F2B1DD273DD78B55B7A1F6875856F4BA93D580,===>,1,2,2022-01-31 15:30:00,0,0.00,1,NULL,100,98C738B166221998852E90B981F546D37D953A68,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2013,2024,5,3,0,2021-05-01 00:00:00,0,0.00,0,60000.00,100,2B761E9A433036E4E736EE47E29CB637138E0871,===>,3,0,2021-05-01 00:00:00,0,0.00,1,NULL,301,BD4A3B444D14A3DB13739EAA7CFE78D91F9B8A3B,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2013,2024,18,1,1,2024-05-01 00:00:00,0,0.00,0,5150.00,100,4DC71E0A8A3D5B15A68AC507EF91D9F16851E93E,===>,1,1,2024-05-01 00:00:00,0,0.00,1,NULL,301,9B3198090639063145E3076ACC981A23CC4DCED8,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2013,2024,21,1,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,5915DA99F74FDEF4EFA5ECA8F13114AC7BEFE5F9,===>,1,0,2024-05-01 00:00:00,0,0.00,1,NULL,301,84ECC9CFE968FA9E3B1D552AEFDE5B1AA61CFD01,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2018,2024,1,10,3,2021-05-01 00:00:00,0,0.00,0,0.00,100,A8153C8A305A2A63A81ACA464B5717616ADDEB60,===>,10,3,2021-05-01 00:00:00,0,0.00,1,NULL,201,4CFF44FA6055E89C7530EA5642F2A91FF56E88B8,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2020,2024,7,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,51D5DB9F752FD5C75E83EB57D9939D01470A9C3F,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,62D580997676AE7468FB8D7C0D44255571D1D02F,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2099,2024,33,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,A1F48EF8527AA854CEDFA304DEE3E83C4B11B9AD,===>,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,D223F87E5B0AC64A078DC72D27A966823A76B078,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2111,2024,407,2,1,2021-05-01 00:00:00,0,0.00,0,0.00,100,92F19EBE6F3EB6EE9D4325BE3E5559BC6D40D619,===>,3,1,2024-05-01 00:00:00,0,0.00,0,0.00,100,497D8A28003593169EEDBEBC9EC254A38C4CC020,===>>,NO CHANGE,CHANGE,NO CHANGE,CHANGED,NO CHANGE,NO CHANGE
2177,2024,2,3,3,2021-08-01 00:00:00,0,0.00,0,0.00,100,77E0DCBFB0440FCD46C666BD2C88ADCEEA9F8A36,===>,3,3,2021-08-01 00:00:00,0,0.00,1,NULL,201,4AB28740E453DD066A82A40669138381ABFAA645,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2177,2024,407,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,BCDE6263A24E168F14C72EF0AA90FD6CA8FD17EF,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,201,3D612FFC7DED5128800E99ED24E0F074C97716B7,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2182,2024,1,7,4,2021-05-01 00:00:00,0,0.00,0,0.00,100,53EACC5214876E6F2486492DB5157D089DEB4659,===>,7,2,2024-07-01 00:00:00,0,0.00,0,0.00,401,243037FEC47E4FB13CF8A66909F34D48B033F596,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
2182,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,135000.00,100,FC8214A206059A17976A5E7E3C1CA8857F90B82F,===>,2,0,2021-05-01 00:00:00,0,0.00,0,135000.00,401,FDDDE0B3D85FBBAC7079AB14800717A1D1201BAF,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2183,2024,1,10,2,2021-05-01 00:00:00,0,0.00,0,0.00,100,87CFDAFEC3F5517ABAC37D2550A39D3771126AFC,===>,10,2,2021-05-01 00:00:00,0,0.00,1,NULL,210,F304C21F3BAFC0EF027044880EDC94D802A37890,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2183,2024,17,1,2,2024-05-01 00:00:00,0,0.00,0,1200.00,100,59C34B0D5041B3FFB302B0D9673AE83A03B26657,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,210,F1CED815189C4E693F06C987F711A732088940D2,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2183,2024,33,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,A1F48EF8527AA854CEDFA304DEE3E83C4B11B9AD,===>,1,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,12B5275FEEC2B35CA52A1AE19E8FC4BC08F3D6CF,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2183,2024,403,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,9D8F04532EE40B813F29ABC5DADC232348D8B48E,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,F226E030B92CCB0CD4A4CBC97C5AADB09C0DFA31,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2185,2024,4,2,0,2021-05-01 00:00:00,0,0.00,0,144000.00,100,84368DEB42E9DEC134BD07F9151626A1287B604B,===>,2,0,2021-05-01 00:00:00,0,0.00,0,144000.00,401,F090DB6E599AAF4F90A49FD12B8F7FBFCE7A18AA,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2185,2024,7,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,51D5DB9F752FD5C75E83EB57D9939D01470A9C3F,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,3C8662F038F8E9CE88B1B7301938AAEE40016389,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2195,2024,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,===>,1,0,2024-05-01 00:00:00,0,4680.00,0,100.00,100,EBB1BEB0A86BF1D9DDBA661B8C9DF07DAFDFFA8E,===>>,GAIN,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE
2208,2024,9,2,0,2021-05-01 00:00:00,0,0.00,0,600.00,100,0477082524DA0174FC4D2C49A2BDCA7948CC31FA,===>,4,0,2024-03-31 00:00:00,0,0.00,0,750.00,100,1A2C6A6C7D221A96B0B69CC424BF0ECDCA4B5A77,===>>,NO CHANGE,CHANGE,NO CHANGE,CHANGED,NO CHANGE,INCREASE
2216,2024,1,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,B532C50B426A516BD047F0B42881B554D0405AD6,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,603,996060D020B0E23273D055482E41F7EE3BFC37F1,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2238,2024,7,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,503,27ECAE2C85A1B4B9E7494A4D3EE4E3EB6660F2F2,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,402,762795F732B8A1BE4D914E0D361154F5213A5F49,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2240,2024,3,1,1,2024-04-29 00:00:00,0,0.00,0,0.00,104,652D204E633C470647E0E9A912A40E8CDC793D26,===>,2,3,2024-04-29 00:00:00,0,0.00,0,0.00,104,612C9834C29844852E0BBD83749FBF0FDACD2A3E,===>>,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2240,2024,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,104,E0C693415B4AADD5CCAA9BB8B3C0205F22F78E68,===>>,GAIN,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE
2272,2024,3,1,1,2023-05-01 00:00:00,0,0.00,0,0.00,100,FE75585A61BDE0036357D567C127C8F3A3D1D853,===>,1,1,2023-05-01 00:00:00,0,0.00,1,NULL,201,96732348E7212E8CC80AFFFBC592CCEEBD659510,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2272,2024,13,1,0,2023-05-01 00:00:00,0,0.00,0,0.00,100,D0B6F30C11802BD655764222E805A436B8301C20,===>,1,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,C41EE716EE65303B3EDAF0FC86C1505CAAF003C2,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2281,2024,5,5,0,2021-05-01 00:00:00,0,0.00,0,100000.00,100,58341EDB24438E0E2E40BF9153958B8DC1E2FFCB,===>,5,0,2021-05-01 00:00:00,0,0.00,1,NULL,201,C07637C68C2CBCCEC921E6A7D8259CD66848BCF3,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2281,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,127000.00,100,0D943C22D92A89D695022BB2AABD72808620E0BC,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,201,8F6188C6634BE71F4EBDA701F24D69230F45E3FA,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2281,2024,403,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,9D8F04532EE40B813F29ABC5DADC232348D8B48E,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,201,FFCB71B5B6C393E2611105FF5C63B30E1572EDFC,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2299,2024,1,507,21,2022-10-18 00:00:00,0,0.00,0,0.00,100,E60E9CC33330F464BF28E5D2BC5EB23613F7C27D,===>,507,21,2022-10-18 00:00:00,0,0.00,0,0.00,602,081B325ACEF5E8D463D2107CDA5F58E568538214,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2331,2024,18,1,2,2024-05-01 00:00:00,0,0.00,0,9300.00,100,366E190CA459018A09340795DD37F8ECF9042ECC,===>,1,2,2024-05-01 00:00:00,0,0.00,0,9300.00,305,CF2FDC082AF0C194E1CA547E6B23F3898508405D,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2345,2024,2,1,4,2021-05-01 00:00:00,0,0.00,0,0.00,100,F2F2CBF6C49EB50FEF019AED5E3843DA9A20E068,===>,1,2,2024-07-01 00:00:00,0,0.00,0,0.00,401,27B38E4680A2BA3717A8DEDC4604FF9A56FDCAF9,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
2345,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,401,1F1458849F8251D470AE655DEE0CD5CFDCF36852,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2345,2024,15,1,0,2024-05-01 00:00:00,0,5280.00,0,100.00,100,C3659F189EBC830EFC59D75139C1CCCDC2F49BE6,===>,1,0,2024-05-01 00:00:00,0,5280.00,0,100.00,401,2CFFF1A805C56BDF6191DF1195E1EFB3F680E634,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2377,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,402,BBB2E52783799A23688358DED3AF51D7B636D2BA,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2380,2024,5,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,2C6D50007816B649186A4DB1E236F5EB6D28EC20,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,444,94AD54D38E3B5D9895D8785C71043FF219D0E878,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1966,2024,10,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,F264278773151370600735CEF9698244780D1C92,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,402,50C8EFD30C58DBA778789ACA7A47929855556443,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1966,2024,13,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,77C01D9E6A66632B92F94944337C1D4687FB0BDE,===>,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,402,7F0BBA2B93A2D3E2298F3DBBAAE6E60685EFBF9C,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1966,2024,16,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,166CDFAF0765C21828B295B48357FB68283B5E74,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,402,CD612B264556144E94455508AA6BB7422A6DD314,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,7,2,0,2021-05-01 00:00:00,0,0.00,0,10000.00,100,55BCD89F9C2AF7B5C1C5D97E1F0A05D41EDB13E6,===>,2,0,2021-05-01 00:00:00,0,0.00,0,10000.00,401,B809575346EA078DA5B5AA92D23FCB0126F42243,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,10,1,0,2021-05-01 00:00:00,0,0.00,0,5000.00,100,3F484DA84301ECDC916EB4BAE36D9AD7C30BE02B,===>,1,0,2021-05-01 00:00:00,0,0.00,0,5000.00,401,2B613284D4152EB159C868212A86789E9FE44219,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1991,2024,13,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,77C01D9E6A66632B92F94944337C1D4687FB0BDE,===>,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,131FB9C0263FBD4E45A48840BE2115F01DB4B821,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2008,2024,5,6,0,2021-05-01 00:00:00,0,0.00,0,120000.00,100,3E050AB5D065E78F231861E2CCF72F9DC8BC734B,===>,6,0,2021-05-01 00:00:00,7,0.00,0,120000.00,100,88167324ACD74797F04BFFC5A46BD80AE6FEE545,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,OPTION INCREASE,NO CHANGE
2013,2024,6,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,67F6FEF6637B71DB347DE7671D269DCA07838779,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,301,EC5143260D07224B8EBE4C0B82827D08532BA50A,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2013,2024,9,2,0,2021-05-01 00:00:00,0,0.00,0,600.00,100,0477082524DA0174FC4D2C49A2BDCA7948CC31FA,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,301,CC9ACDB8DCFC8BD0B53392630DE7C9637FB0EF88,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2013,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,301,9E2B59A29FEBA2A0A943B5719C4B34AFA651F1B7,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2020,2024,9,2,0,2021-09-20 00:00:00,0,0.00,0,600.00,100,391E7D056BA69EF6A7154514EDFD4657101ED62B,===>,2,0,2021-09-20 00:00:00,0,0.00,1,NULL,210,7D5C341535D127DCE58B179F1363DE0532A6BACB,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2021,2024,1,8,3,2023-07-08 00:00:00,0,0.00,0,0.00,100,E2A1D12828B98BC6E037B22B280B0E681FDB9463,===>,8,4,2024-05-01 00:00:00,0,0.00,0,0.00,100,BAAB3295DEC8822B2748640547B8B85815A2099F,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
2022,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,210,C38905298263EB597E00C17649E810B3D6FDBAD0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2094,2024,14,1,3,2022-05-01 00:00:00,0,0.00,0,0.00,100,3A37CD858999AB96C41741A8836ED1A1B4F9E433,===>,1,3,2022-05-01 00:00:00,0,0.00,1,NULL,210,82A37FAE67E93C24261935B30D88CDFFBDF674A7,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2099,2024,5,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,2C6D50007816B649186A4DB1E236F5EB6D28EC20,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,FDF297378E73A5F80CD5FB43098550683C02003C,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2099,2024,407,1,4,2022-05-01 00:00:00,0,0.00,0,0.00,100,50FC884351959CBA5A64B77C5E6D3D0A14607E72,===>,1,2,2024-07-01 00:00:00,0,0.00,0,0.00,401,A9A1594E629BD3C1C52CE52ABDA4C74AB334D899,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
2120,2024,3,1,3,2023-05-01 00:00:00,0,0.00,0,0.00,100,8D7CF93CDB28FDC3A6507AD14837C47142874393,===>,1,3,2023-05-01 00:00:00,0,0.00,1,NULL,201,1EE679D0C7C617C0FF8567460504E0C8B61BAADF,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2177,2024,405,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,6A8FE46E30B81931E97CC0B086846D98E2B0AEEE,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,201,D257689A0E5AAB2380908DBD2365380B6FD26915,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2182,2024,13,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,77C01D9E6A66632B92F94944337C1D4687FB0BDE,===>,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,131FB9C0263FBD4E45A48840BE2115F01DB4B821,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2182,2024,33,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,A1F48EF8527AA854CEDFA304DEE3E83C4B11B9AD,===>,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,D223F87E5B0AC64A078DC72D27A966823A76B078,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2182,2024,405,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,6A8FE46E30B81931E97CC0B086846D98E2B0AEEE,===>,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,401,8DD52117594F729A0CFF7F998302C9317BB2D095,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
2183,2024,2,2,2,2022-05-01 00:00:00,0,0.00,0,0.00,100,09E26B26B697DCA9CA1C9164DF1E6347F99515A1,===>,2,2,2022-05-01 00:00:00,0,0.00,1,NULL,210,2E0D9B9594D898E5E8AF1366C24F332545EDDD63,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2183,2024,18,1,2,2024-05-01 00:00:00,0,0.00,0,8300.00,100,69484EFCA5978029D30B547B691470B5A99D4C14,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,210,C5BC4C0F631D075149390C895C7BAD2955828C40,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
2185,2024,14,1,4,2022-01-31 15:30:00,0,0.00,0,0.00,100,6FBF406E4C4F87A771D467B0C76995414262D1CC,===>,1,2,2024-08-01 00:00:00,0,0.00,0,0.00,401,8358B12B1525114CFEBDE586AC36D6F17B7C74E0,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
